News,sentiment,label
Gold futures extend losses in electronic trading after FOMC minutes,0,negative
"gold climbs rs 400, silver zooms rs 2,400 on global cues",1,positive
"Gold, silver plunges on global meltdown",0,negative
gold falls as dollar gains but finds some support tied to eurozone concerns,0,negative
Gold Prices Fall In Asia After Official China PMI Dampens Sentiment,0,negative
Gold prices remain supported on weaker dollar,,neutral
"Gold loses Rs 255, silver Rs 1,100 on weak Asian cues",0,negative
gold futures drift lower; u.s. markets closed for thanksgiving,0,negative
gold glitters with second biggest gain in 2011; up by rs 1025,1,positive
"Gold futures rise to Rs 29,000 per 10 gm",1,positive
august gold up $5.60 at $660/oz in electronic trading,1,positive
dec. gold ends up 1.8% at $1187 an ounce,1,positive
oil up at nearly $85; gold declines 1.1%,0,negative
gold moves back up after string of losses,1,positive
"spot gold quoted at $394.80, up 0.05% from ny",1,positive
"gold slips below $1,070 after fed lifts interest rates",0,negative
MCX GOLD April contract gains 1%,1,positive
gold futures at highest close since april 12,1,positive
gold futures rise rs 34 on global cues,1,positive
gold retreats as stocks extend gains,0,negative
"gold prices trade in range, but us rate hike view weighs",,neutral
"August gold falls $8.10, or 0.6%, to settle at $1,271.40/oz",0,negative
"gold prices rise, but end lower for the week",1,positive
gold shares climb as prices fall,1,positive
"gold sparkles on diwali demand, tops rs 31,000",1,positive
Gold futures trade flat to lower less than a half hour before settlement,0,negative
"Gold, silver prices slip on Fed outlook",0,negative
gold settles lower as sell-off gathers momentum,0,negative
gold futures fall 1% after two-session climb,0,negative
"Dec. gold down $6.80, or 0.5%, to settle at $1,343.20/oz",0,negative
"amex gold bugs index ends at a record 393.28, up 4.6%",1,positive
"Gold Rate Today: Gold, silver rise on higher demand",1,positive
"April gold settles little changed, down 40 cents at $1,225.40/oz",0,negative
"Gold futures open higher at Rs 29,440",1,positive
dec. gold ends down 30 cents at $787 an ounce on nymex,0,negative
"Dec. gold settles at $1,211.20/oz, up $1.40, or 0.1%",1,positive
study predicts gold could plunge to $350 an ounce,1,positive
"June gold falls 30 cents to trade at $1,226.60/oz",0,negative
"August gold off $4.40, or 0.4%, at $1,264.50/oz.",0,negative
gold prices down in asia with central bank moves in focus,0,negative
Expect Gold to trade negative: Sushil Finance,0,negative
"comex gold down 3.5% on week, loses 3.9% on month",0,negative
Gold ends at 3-week low as U.S. stock indexes tap record highs,0,negative
gold tops $414 on low rate signals,0,negative
gold retreats from one-year high as dollar gains ground,1,positive
"silver rises on global cues, gold steady",1,positive
april gold up $1.60 at $985.80 an ounce on nymex,1,positive
"gold falls to rs 29,240; silver adds rs 800",0,negative
gold prices gain in asia with chinese new year trade in focus,1,positive
Gold prices tally highest finish in over two weeks,1,positive
spot gold quoted at $597.90 in asia trade,1,positive
"gold, silver turn weak on global cues, slack demand",0,negative
gold at highest in nearly seven months after fed,1,positive
"gold erases gains, turning lower as the dollar gains",1,positive
Gold edges up as investors eye Greek debt crisis,1,positive
"gold rate today: gold, silver trade mix in morning deals",,neutral
"Gold futures down at Rs 29,335",0,negative
"Gold prices steady to higher in Asia, ECB, U.S. jobs in focus",1,positive
"crude eases back before european outcome, gold up",1,positive
gold down for first time in seven sessions,0,negative
"dec. gold settles at $1,131.50/oz on comex, up $6.70, or 0.6%",1,positive
"Gold extends weakness on global cues, low demand",0,negative
dec. gold falls $1.90 to $594/oz in morning trading,0,negative
"Gold closes slightly higher in choppy trade, after China devalues yuan",1,positive
"dec gold closes at 1-mo high of $412.60, up $3.60",1,positive
august gold up $2.60 at $668.50 an ounce on nymex,1,positive
gold bounces off record to end 0.6% lower,0,negative
reuters : analysts slash gold price forecasts after second quarter plunge,0,negative
gold futures fall as economic data lifts dollar,0,negative
gold gains for fourth straight session as dollar falls,1,positive
Gold ends at lowest level in over 2 weeks as dollar strengthens,0,negative
gold prices remain supported in risk-off trade,,neutral
Gold ends lower after vote soothes French euro exit fears,0,negative
Gold prices mark highest Comex finish since Sept. 22,1,positive
Gold futures settle higher for a second straight session,1,positive
april gold climbs $1.90 to $688.60/oz after $691.80 high,1,positive
"Gold soars Rs 325 on wedding season demand, global cues",1,positive
gold futures rally after u.s. employment report,1,positive
"Gold hits Rs 31,000-mark on festive buying",1,positive
"commodity bets: expert views on crude, gold, copper, lead",1,positive
Gold futures up $10 from the settlement as investors parse Fed statement,1,positive
Expect Gold to trade sideways: Sushil Finance,,neutral
"gold extends rally; up by rs 50, silver recovers by rs 200",1,positive
Gold futures shift lower ahead of settlement as dollar climbs,0,negative
gold advances on firm overseas trend,1,positive
"CORRECTION: December gold settles down $13.30, or 1%, at $1,274.20/oz.",0,negative
"Gold edges up to Rs 31,270; silver drops by Rs 300 per kg",1,positive
"gold slides for third day on stockists selling, global cues",0,negative
"December gold up 0.4% at $1,288.50/oz.",1,positive
spot gold quoted at $552.50 in asia trade,1,positive
Gold futures finish at a 2-month high,1,positive
"dec gold climbs $7.40, or 1.5%, to trade at $502/oz",1,positive
gold price forever $1200,,neutral
"april gold falls $3.60 to $1,139.70/oz on globex",0,negative
"dollar aided by gold's fall, service data",0,negative
Gold falls as rate hike views steady dollar,0,negative
gold prices dull on newmont news,0,negative
feb gold trades modestly higher in late morning dealings,1,positive
"gold ends slightly lower as the metal marks 10 years since first topping $1,000",0,negative
"Gold ends lower, then gains in electronic trade after FOMC minutes",1,positive
gold sticks near 12-week high as fed eyes global economy,1,positive
"June gold down $5.80, or 0.5%, to $1,255.60/oz",0,negative
dec. gold drops $7.30 to a near 4-wk low of $618/oz,0,negative
"gold tops rs 29,000 mark on risk-off sentiment",1,positive
dec gold climbs $1 to $448.90/oz in morning ny trade,1,positive
gold futures close lower for the session and week,0,negative
Gold ends lower after 3-week climb as traders look to coming jobs report,0,negative
copper falls as economic worries return; gold dips,0,negative
vietnam may end gold-import ban; spot prices climb,1,positive
Gold futures log lowest finish since June,0,negative
"Gold futures end under $1,200, but still mark 7-week high",1,positive
"dec. gold up $7.20 at $1,392.20/oz on globex",1,positive
Gold turns down a few cents as U.S. dollar index trades near day's high,0,negative
"Gold, Silver may trade with negative bias:Angel Commodities",0,negative
"cboe gold index closes at 141.18 points, down 0.4%",0,negative
"Dec. gold settles at $1,294/oz, up $3.90, or 0.3%, for the session",1,positive
Gold futures may go up,1,positive
Gold ends at 1-week low as Fed talk rattles market,0,negative
"Gold prices dip in Asia on Fed views, ahead of China HSBC flash PMI",0,negative
"fed's bullard - oil, gold spike not inflationary",1,positive
"Gold ends lower, extends losing streak to 8 sessions",0,negative
Gold prices to trade higher today: Angel Commodities,1,positive
"gold surges on 'akshaya tritiya', silver gains",1,positive
Gold futures turn higher after sharp losses earlier in the session,1,positive
gold closes higher on thoughts of inflation ahead,1,positive
Gold futures gain roughly 1.9% for the week,1,positive
Gold ends higher as fall in U.S. manufacturing activity weakens buck,1,positive
gold futures recoup most of what they lost on friday,1,positive
Gold prices to trade lower today: Angel Commodities,0,negative
"Gold slips as markets calm, but hovers near 10-week high",1,positive
"Gold rises for second day to Rs 33,125 ",1,positive
gold settles lower for fourth session in five,0,negative
india gold hits 3-week low; physical demand slack,0,negative
"april gold down $6.30, or 0.5%, at $1,372.70/oz",0,negative
gold firms after three days of losses as stocks drop,0,negative
gold falls as dollar strengthens on retail sales,0,negative
Gold futures may correct lower,0,negative
Gold falls on dollar's strength; set for first weekly gain in four,0,negative
"gold, silver decline on lower off-take",0,negative
Gold rises on Fed caution; palladium hits 16-year peak,1,positive
Gold edges lower ahead of Fed rate decision,0,negative
gold marks highest closing level in 5 weeks,1,positive
Gold surges to 1-month high; silver eases,1,positive
"gold slips, ends near lowest levels of the year",0,negative
"gold opens to set new peak at rs 16,100 on firm global cues",1,positive
"December gold up $2.10, or 0.2%, at $1,279.80 an ounce",1,positive
"dec. gold closes at $736.30/oz, down $17.80, or 2.4%",0,negative
"gold ends lower, extends losing streak to 3 days",0,negative
Gold futures fall marginally on weak global cues,0,negative
"gold higher with eyes on dollar, iraq",1,positive
Gold sinks to a 7-week low,0,negative
"Gold to test resistance, slip",0,negative
"buy gold, pressure on rupee to continue: emkay commodities",1,positive
"December gold flat at $1,316.70/oz.",,neutral
gold futures trade at a four-session low,0,negative
"April gold off $2.20, or 0.2%, at $1,245/oz.",0,negative
Gold edges higher as dollar slips on mixed U.S. data,1,positive
gold pares gain after libyan ceasefire,1,positive
Gold settles slightly lower as U.S. stock market hovers near records,0,negative
"Dec. gold settles at $1,251.90/oz, down $1.10, or 0.1%, for the session",0,negative
"gold futures up 1.8% on day, gains 1.9% on week",1,positive
"august gold gains $9.50, or 0.7%, to $1,368/oz",1,positive
"august gold off 0.2% at $1,224.40/oz.",0,negative
Gold rises to record as slowing growth spurs investor demand,1,positive
"gold, silver close at new 18-year highs; copper falls",0,negative
gold futures trade marginally lower on subdued demand,0,negative
gains for gold futures fade as prices settle,1,positive
gold hits over 6-month high as investors flock to safety,1,positive
Gold prices to trade lower: Angel Commodities,0,negative
"Dec. gold rises $4.50, or 0.3%, at $1,354.40/oz.",1,positive
gold shares up amid blue chips dive,1,positive
spot gold down $1.40 to $947.70/troy ounce,0,negative
sharps pixley: will gold recover its glister?,1,positive
Gold prices to trade higher today: Angel Commodities,1,positive
"gold drops $14.80, or 1.2%, to settle at $1,207.70/oz",0,negative
"august gold drops to $645.50, its lowest level since jan. 17",0,negative
"Gold futures move up to Rs 28,632 per 10 grams",1,positive
gold rates slip in major cites india,0,negative
"Gold post first monthly decline since May, down 3.4% over August",0,negative
"gold rate today: gold down in morning trade, silver up",0,negative
gold hits five-month highs as eu plan questioned,1,positive
"Feb. gold settles at $1,190.80/oz, down $3, or 0.3%",0,negative
april gold down $3.90 to $984.60 an ounce on nymex,0,negative
Gold unlikely to breach Rs 32k-mark this month: Experts,0,negative
august gold falls $2.30 to $672.80/oz in early ny trading,0,negative
"Gold clings to gains, but caution prevails ahead of Fed",1,positive
